path,width,height,mode,format
..\data\raw\img10111_B.jpg,1167,952,RGB,JPEG
..\data\raw\img10111_C.jpg,1165,974,RGB,JPEG
..\data\raw\img10112_A.jpg,1184,949,RGB,JPEG
..\data\raw\img10112_B.jpg,1164,938,RGB,JPEG
..\data\raw\img10112_B_2.jpg,1172,1013,RGB,JPEG
..\data\raw\img10112_C.jpg,1173,900,RGB,JPEG
..\data\raw\img10112_D.jpg,1172,1013,RGB,JPEG
..\data\raw\img10112_E.jpg,1161,991,RGB,JPEG
..\data\raw\img10112_F.jpg,1155,1008,RGB,JPEG
..\data\raw\img10112_F_2.jpg,1168,999,RGB,JPEG
..\data\raw\img10112_G.jpg,1154,995,RGB,JPEG
..\data\raw\img10112_H.jpg,1174,999,RGB,JPEG
..\data\raw\img10112_I.jpg,1168,999,RGB,JPEG
..\data\raw\img10113_A.jpg,3499,868,RGB,JPEG
..\data\raw\img10113_B.jpg,3518,893,RGB,JPEG
..\data\raw\img10113_B_2.jpg,3508,893,RGB,JPEG
..\data\raw\img10113_C.jpg,3522,864,RGB,JPEG
..\data\raw\img10113_D.jpg,3515,882,RGB,JPEG
..\data\raw\img10113_E.jpg,3517,871,RGB,JPEG
..\data\raw\img10114_A.jpg,3575,921,RGB,JPEG
..\data\raw\img10114_B.jpg,3582,906,RGB,JPEG
..\data\raw\img10115_A.jpg,1713,584,RGB,JPEG
..\data\raw\img10115_B.jpg,1699,1133,RGB,JPEG
..\data\raw\img10116_A.jpg,1086,1067,RGB,JPEG
..\data\raw\img10116_B.jpg,1232,1043,RGB,JPEG
..\data\raw\img10116_B_2.jpg,1232,1056,RGB,JPEG
..\data\raw\img10116_C.jpg,2354,1510,RGB,JPEG
..\data\raw\img10116_C_2.jpg,2358,1566,RGB,JPEG
..\data\raw\img10117_A.jpg,1235,1297,RGB,JPEG
..\data\raw\img10117_B.jpg,1800,1297,RGB,JPEG
..\data\raw\img10118_A.jpg,1424,874,RGB,JPEG
..\data\raw\img10118_B.jpg,1562,865,RGB,JPEG
..\data\raw\img10118_common.jpg,2984,48,RGB,JPEG
..\data\raw\img10119_A.jpg,1429,980,RGB,JPEG
..\data\raw\img10119_B.jpg,1493,999,RGB,JPEG
..\data\raw\img10119_C.jpg,1421,880,RGB,JPEG
..\data\raw\img10119_D.jpg,1439,837,RGB,JPEG
..\data\raw\img1011_A.jpg,499,750,RGB,JPEG
..\data\raw\img10120_A.jpg,1490,1175,RGB,JPEG
..\data\raw\img10120_B.jpg,1499,1208,RGB,JPEG
..\data\raw\img10121_A.jpg,1313,1119,RGB,JPEG
..\data\raw\img10121_B.jpg,1669,1155,RGB,JPEG
..\data\raw\img10122_A.jpg,1021,836,RGB,JPEG
..\data\raw\img10122_B.jpg,1025,819,RGB,JPEG
..\data\raw\img10122_C.jpg,1049,816,RGB,JPEG
..\data\raw\img10122_D.jpg,1004,844,RGB,JPEG
..\data\raw\img10122_E.jpg,1016,826,RGB,JPEG
..\data\raw\img10122_F.jpg,1019,833,RGB,JPEG
..\data\raw\img10122_G.jpg,1015,846,RGB,JPEG
..\data\raw\img10122_H.jpg,1001,845,RGB,JPEG
..\data\raw\img10122_I.jpg,1064,847,RGB,JPEG
..\data\raw\img10123_A.jpg,1186,919,RGB,JPEG
..\data\raw\img10123_B.jpg,1179,925,RGB,JPEG
..\data\raw\img10123_C.jpg,1183,926,RGB,JPEG
..\data\raw\img10124_A.jpg,1113,564,RGB,JPEG
..\data\raw\img10124_B.jpg,1090,565,RGB,JPEG
..\data\raw\img10124_B_2.jpg,1095,570,RGB,JPEG
..\data\raw\img10124_C.jpg,1088,566,RGB,JPEG
..\data\raw\img10124_D.jpg,1095,570,RGB,JPEG
..\data\raw\img10124_E.jpg,1067,560,RGB,JPEG
..\data\raw\img10124_F.jpg,1061,571,RGB,JPEG
..\data\raw\img10124_F_2.jpg,1096,566,RGB,JPEG
..\data\raw\img10124_G.jpg,1123,576,RGB,JPEG
..\data\raw\img10124_H.jpg,1094,564,RGB,JPEG
..\data\raw\img10124_I.jpg,1096,566,RGB,JPEG
..\data\raw\img10124_I_2.jpg,1061,571,RGB,JPEG
..\data\raw\img10125_A.jpg,919,512,RGB,JPEG
..\data\raw\img10125_B.jpg,936,532,RGB,JPEG
..\data\raw\img10125_C.jpg,966,527,RGB,JPEG
..\data\raw\img10125_D.jpg,930,476,RGB,JPEG
..\data\raw\img10125_D_2.jpg,927,466,RGB,JPEG
..\data\raw\img10125_D_3.jpg,568,480,RGB,JPEG
..\data\raw\img10125_E.jpg,926,443,RGB,JPEG
..\data\raw\img10125_F.jpg,945,459,RGB,JPEG
..\data\raw\img10125_G.jpg,931,512,RGB,JPEG
..\data\raw\img10125_H.jpg,928,511,RGB,JPEG
..\data\raw\img10125_I.jpg,1001,520,RGB,JPEG
..\data\raw\img10126_A.jpg,912,631,RGB,JPEG
..\data\raw\img10126_B.jpg,902,627,RGB,JPEG
..\data\raw\img10126_C.jpg,919,627,RGB,JPEG
..\data\raw\img10126_D.jpg,889,611,RGB,JPEG
..\data\raw\img10126_E.jpg,873,594,RGB,JPEG
..\data\raw\img10126_F.jpg,913,625,RGB,JPEG
..\data\raw\img10126_G.jpg,902,617,RGB,JPEG
..\data\raw\img10126_H.jpg,894,625,RGB,JPEG
..\data\raw\img10126_I.jpg,914,630,RGB,JPEG
..\data\raw\img10127_A.jpg,1031,672,RGB,JPEG
..\data\raw\img10127_B.jpg,1009,667,RGB,JPEG
..\data\raw\img10127_C.jpg,1066,663,RGB,JPEG
..\data\raw\img10127_D.jpg,1004,676,RGB,JPEG
..\data\raw\img10127_E.jpg,1023,677,RGB,JPEG
..\data\raw\img10127_F.jpg,1078,680,RGB,JPEG
..\data\raw\img10127_F_2.jpg,1073,695,RGB,JPEG
..\data\raw\img10127_G.jpg,1018,695,RGB,JPEG
..\data\raw\img10127_H.jpg,1042,692,RGB,JPEG
..\data\raw\img10127_I.jpg,1073,695,RGB,JPEG
..\data\raw\img10128_A.jpg,1073,737,RGB,JPEG
..\data\raw\img10128_B.jpg,1081,752,RGB,JPEG
..\data\raw\img10128_C.jpg,1083,755,RGB,JPEG
..\data\raw\img10128_D.jpg,1083,743,RGB,JPEG
..\data\raw\img10128_E.jpg,1064,739,RGB,JPEG
..\data\raw\img10128_F.jpg,1075,748,RGB,JPEG
..\data\raw\img10129_A.jpg,1044,515,RGB,JPEG
..\data\raw\img10129_B.jpg,915,506,RGB,JPEG
..\data\raw\img10129_C.jpg,1045,508,RGB,JPEG
..\data\raw\img10129_D.jpg,959,504,RGB,JPEG
..\data\raw\img10129_E.jpg,936,506,RGB,JPEG
..\data\raw\img10129_F.jpg,977,508,RGB,JPEG
..\data\raw\img10129_G.jpg,1005,511,RGB,JPEG
..\data\raw\img10129_H.jpg,886,507,RGB,JPEG
..\data\raw\img10129_I.jpg,1064,512,RGB,JPEG
..\data\raw\img1012_A.jpg,1527,776,RGB,JPEG
..\data\raw\img1012_B.jpg,1285,777,RGB,JPEG
..\data\raw\img10130_A.jpg,1433,876,RGB,JPEG
..\data\raw\img10130_B.jpg,1456,889,RGB,JPEG
..\data\raw\img10130_B_2.jpg,1440,882,RGB,JPEG
..\data\raw\img10130_C.jpg,1410,875,RGB,JPEG
..\data\raw\img10130_D.jpg,1462,869,RGB,JPEG
..\data\raw\img10130_E.jpg,1424,860,RGB,JPEG
..\data\raw\img10130_F.jpg,1485,883,RGB,JPEG
..\data\raw\img10131_A.jpg,1658,2409,RGB,JPEG
..\data\raw\img10131_B.jpg,1355,1141,RGB,JPEG
..\data\raw\img10131_C.jpg,1280,1267,RGB,JPEG
..\data\raw\img10132_single.jpg,1721,1450,RGB,JPEG
..\data\raw\img10133_A.jpg,1236,905,RGB,JPEG
..\data\raw\img10133_B.jpg,1242,917,RGB,JPEG
..\data\raw\img10133_C.jpg,1235,910,RGB,JPEG
..\data\raw\img10133_D.jpg,1212,910,RGB,JPEG
..\data\raw\img10133_E.jpg,1227,915,RGB,JPEG
..\data\raw\img10133_F.jpg,1211,920,RGB,JPEG
..\data\raw\img10134_A.jpg,1236,1058,RGB,JPEG
..\data\raw\img10134_B.jpg,1223,1061,RGB,JPEG
..\data\raw\img10135_single.jpg,1386,1159,RGB,JPEG
..\data\raw\img10136_A.jpg,1236,903,RGB,JPEG
..\data\raw\img10136_B.jpg,1177,892,RGB,JPEG
..\data\raw\img10136_C.jpg,1237,921,RGB,JPEG
..\data\raw\img10136_D.jpg,1214,913,RGB,JPEG
..\data\raw\img10136_D_2.jpg,1210,918,RGB,JPEG
..\data\raw\img10136_E.jpg,1232,911,RGB,JPEG
..\data\raw\img10136_F.jpg,1210,918,RGB,JPEG
..\data\raw\img10136_F_2.jpg,1232,911,RGB,JPEG
..\data\raw\img10137_A.jpg,917,1368,RGB,JPEG
..\data\raw\img10137_B.jpg,882,636,RGB,JPEG
..\data\raw\img10138_A.jpg,882,659,RGB,JPEG
..\data\raw\img10138_B.jpg,872,652,RGB,JPEG
..\data\raw\img10138_C.jpg,891,640,RGB,JPEG
..\data\raw\img10138_D.jpg,875,658,RGB,JPEG
..\data\raw\img10138_D_2.jpg,882,674,RGB,JPEG
..\data\raw\img10138_E.jpg,868,674,RGB,JPEG
..\data\raw\img10139_single.jpg,1721,1432,RGB,JPEG
..\data\raw\img1013_A.jpg,1471,1281,RGB,JPEG
..\data\raw\img1013_B.jpg,1513,1282,RGB,JPEG
..\data\raw\img10140_single.jpg,1721,1340,RGB,JPEG
..\data\raw\img10141_B.jpg,1050,1033,RGB,JPEG
..\data\raw\img10141_C.jpg,1604,830,RGB,JPEG
..\data\raw\img10141_C_2.jpg,806,791,RGB,JPEG
..\data\raw\img10141_D.jpg,819,803,RGB,JPEG
..\data\raw\img10141_D_2.jpg,817,816,RGB,JPEG
..\data\raw\img10141_D_3.jpg,785,795,RGB,JPEG
..\data\raw\img10141_F.jpg,805,808,RGB,JPEG
..\data\raw\img10142_A.jpg,1125,1176,RGB,JPEG
..\data\raw\img10142_A_2.jpg,666,610,RGB,JPEG
..\data\raw\img10142_B.jpg,666,610,RGB,JPEG
..\data\raw\img10142_C.jpg,655,617,RGB,JPEG
..\data\raw\img10142_D.jpg,660,612,RGB,JPEG
..\data\raw\img10142_E.jpg,661,620,RGB,JPEG
..\data\raw\img10143_single.jpg,1131,1130,RGB,JPEG
..\data\raw\img10144_B.jpg,236,212,RGB,JPEG
..\data\raw\img10144_C.jpg,237,207,RGB,JPEG
..\data\raw\img10144_E.jpg,221,215,RGB,JPEG
..\data\raw\img10145_A.jpg,887,973,RGB,JPEG
..\data\raw\img10145_B.jpg,640,973,RGB,JPEG
..\data\raw\img10145_C.jpg,643,972,RGB,JPEG
..\data\raw\img10145_C_2.jpg,646,972,RGB,JPEG
..\data\raw\img10146_A.jpg,1011,981,RGB,JPEG
..\data\raw\img10146_B.jpg,1006,983,RGB,JPEG
..\data\raw\img10146_C.jpg,964,979,RGB,JPEG
..\data\raw\img10146_D.jpg,993,987,RGB,JPEG
..\data\raw\img10146_D_2.jpg,1014,972,RGB,JPEG
..\data\raw\img10146_E.jpg,952,999,RGB,JPEG
..\data\raw\img10146_G.jpg,980,785,RGB,JPEG
..\data\raw\img10146_H.jpg,983,788,RGB,JPEG
..\data\raw\img10147_A.jpg,1170,1173,RGB,JPEG
..\data\raw\img10147_B.jpg,1157,1171,RGB,JPEG
..\data\raw\img10147_C.jpg,1168,1159,RGB,JPEG
..\data\raw\img10147_D.jpg,1140,1156,RGB,JPEG
..\data\raw\img10148_A.jpg,1160,1056,RGB,JPEG
..\data\raw\img10148_B.jpg,1156,1054,RGB,JPEG
..\data\raw\img10148_C.jpg,1142,1065,RGB,JPEG
..\data\raw\img10148_D.jpg,1164,1061,RGB,JPEG
..\data\raw\img10149_A.jpg,1539,1309,RGB,JPEG
..\data\raw\img10149_B.jpg,1505,1351,RGB,JPEG
..\data\raw\img1014_A.jpg,1475,798,RGB,JPEG
..\data\raw\img1014_B.jpg,1276,798,RGB,JPEG
..\data\raw\img10150_A.jpg,1163,1159,RGB,JPEG
..\data\raw\img10150_B.jpg,1168,1159,RGB,JPEG
..\data\raw\img10150_C.jpg,1157,1136,RGB,JPEG
..\data\raw\img10150_D.jpg,1150,1141,RGB,JPEG
..\data\raw\img10151_A.jpg,1543,1183,RGB,JPEG
..\data\raw\img10151_B.jpg,1479,1185,RGB,JPEG
..\data\raw\img10152_A.jpg,1462,1111,RGB,JPEG
..\data\raw\img10152_B.jpg,1493,1114,RGB,JPEG
..\data\raw\img10152_C.jpg,1557,1122,RGB,JPEG
..\data\raw\img10152_D.jpg,1306,967,RGB,JPEG
..\data\raw\img10153_A.jpg,1165,1161,RGB,JPEG
..\data\raw\img10153_B.jpg,1160,1157,RGB,JPEG
..\data\raw\img10153_C.jpg,1154,1151,RGB,JPEG
..\data\raw\img10153_D.jpg,1156,1156,RGB,JPEG
..\data\raw\img10154_A.jpg,1494,1209,RGB,JPEG
..\data\raw\img10154_B.jpg,1501,1212,RGB,JPEG
..\data\raw\img10155_single.jpg,1719,1098,RGB,JPEG
..\data\raw\img10156_single.jpg,1720,1232,RGB,JPEG
..\data\raw\img10157_A.jpg,1162,458,RGB,JPEG
..\data\raw\img10157_B.jpg,1186,467,RGB,JPEG
..\data\raw\img10157_C.jpg,1173,308,RGB,JPEG
..\data\raw\img10157_D.jpg,1199,319,RGB,JPEG
..\data\raw\img10158_single.jpg,2368,933,RGB,JPEG
..\data\raw\img10159_single.jpg,1720,789,RGB,JPEG
..\data\raw\img1015_A.jpg,1524,1267,RGB,JPEG
..\data\raw\img1015_B.jpg,1508,1268,RGB,JPEG
..\data\raw\img1015_B_2.jpg,1524,1267,RGB,JPEG
..\data\raw\img10160_A.jpg,1066,1016,RGB,JPEG
..\data\raw\img10160_B.jpg,1189,1019,RGB,JPEG
..\data\raw\img10161_A.jpg,1336,592,RGB,JPEG
..\data\raw\img10161_B.jpg,984,610,RGB,JPEG
..\data\raw\img10161_C.jpg,1218,630,RGB,JPEG
..\data\raw\img10161_D.jpg,964,615,RGB,JPEG
..\data\raw\img10162_single.jpg,2367,1593,RGB,JPEG
..\data\raw\img10163_single.jpg,1721,2085,RGB,JPEG
..\data\raw\img10164_A.jpg,1114,835,RGB,JPEG
..\data\raw\img10164_B.jpg,1185,826,RGB,JPEG
..\data\raw\img10164_C.jpg,1200,824,RGB,JPEG
..\data\raw\img10164_D.jpg,1147,850,RGB,JPEG
..\data\raw\img10165_A.jpg,1659,571,RGB,JPEG
..\data\raw\img10166_A.jpg,1117,1038,RGB,JPEG
..\data\raw\img10166_B.jpg,1288,908,RGB,JPEG
..\data\raw\img10166_C.jpg,1141,1248,RGB,JPEG
..\data\raw\img10166_D.jpg,1190,1267,RGB,JPEG
..\data\raw\img10167_A.jpg,1146,638,RGB,JPEG
..\data\raw\img10167_B.jpg,835,639,RGB,JPEG
..\data\raw\img10167_B_2.jpg,829,636,RGB,JPEG
..\data\raw\img10167_C.jpg,494,638,RGB,JPEG
..\data\raw\img10168_A.jpg,1292,1172,RGB,JPEG
..\data\raw\img10168_B.jpg,1111,1174,RGB,JPEG
..\data\raw\img10169_A.jpg,893,917,RGB,JPEG
..\data\raw\img10169_B.jpg,920,932,RGB,JPEG
..\data\raw\img10169_C.jpg,893,925,RGB,JPEG
..\data\raw\img10169_D.jpg,912,933,RGB,JPEG
..\data\raw\img10169_E.jpg,860,935,RGB,JPEG
..\data\raw\img1016_single.jpg,3081,2548,RGB,JPEG
..\data\raw\img10170_A.jpg,592,1083,RGB,JPEG
..\data\raw\img10170_B.jpg,626,1105,RGB,JPEG
..\data\raw\img10170_C.jpg,632,1109,RGB,JPEG
..\data\raw\img10170_D.jpg,595,1108,RGB,JPEG
..\data\raw\img10171_A.jpg,1192,1001,RGB,JPEG
..\data\raw\img10171_B.jpg,1199,1010,RGB,JPEG
..\data\raw\img10171_C.jpg,1189,1026,RGB,JPEG
..\data\raw\img10171_D.jpg,1186,1028,RGB,JPEG
..\data\raw\img10172_single.jpg,1721,658,RGB,JPEG
..\data\raw\img10173_A.jpg,898,910,RGB,JPEG
..\data\raw\img10173_B.jpg,905,925,RGB,JPEG
..\data\raw\img10173_C.jpg,889,919,RGB,JPEG
..\data\raw\img10173_D.jpg,901,929,RGB,JPEG
..\data\raw\img10173_E.jpg,903,928,RGB,JPEG
..\data\raw\img10174_A.jpg,1226,432,RGB,JPEG
..\data\raw\img10174_B.jpg,1253,434,RGB,JPEG
..\data\raw\img10175_A.jpg,809,842,RGB,JPEG
..\data\raw\img10175_B.jpg,793,842,RGB,JPEG
..\data\raw\img10175_C.jpg,774,843,RGB,JPEG
..\data\raw\img10176_A.jpg,1236,1043,RGB,JPEG
..\data\raw\img10176_B.jpg,1190,1044,RGB,JPEG
..\data\raw\img10177_A.jpg,905,903,RGB,JPEG
..\data\raw\img10177_B.jpg,910,922,RGB,JPEG
..\data\raw\img10177_C.jpg,894,914,RGB,JPEG
..\data\raw\img10177_D.jpg,899,925,RGB,JPEG
..\data\raw\img10177_E.jpg,860,925,RGB,JPEG
..\data\raw\img10177_F.jpg,870,925,RGB,JPEG
..\data\raw\img10178_A.jpg,1126,413,RGB,JPEG
..\data\raw\img10178_B.jpg,879,456,RGB,JPEG
..\data\raw\img10178_C.jpg,886,485,RGB,JPEG
..\data\raw\img10178_D.jpg,910,481,RGB,JPEG
..\data\raw\img10178_E.jpg,918,478,RGB,JPEG
..\data\raw\img10178_E_2.jpg,918,486,RGB,JPEG
..\data\raw\img10178_H.jpg,908,501,RGB,JPEG
..\data\raw\img10178_H_2.jpg,904,1001,RGB,JPEG
..\data\raw\img10178_J.jpg,881,482,RGB,JPEG
..\data\raw\img10178_L.jpg,902,978,RGB,JPEG
..\data\raw\img10178_M.jpg,897,513,RGB,JPEG
..\data\raw\img10179_single.jpg,2488,3618,RGB,JPEG
..\data\raw\img1017_single.jpg,1346,1178,RGB,JPEG
..\data\raw\img10180_A.jpg,1092,805,RGB,JPEG
..\data\raw\img10180_B.jpg,1290,731,RGB,JPEG
..\data\raw\img10180_C.jpg,662,919,RGB,JPEG
..\data\raw\img10180_D.jpg,669,912,RGB,JPEG
..\data\raw\img10180_E.jpg,1012,925,RGB,JPEG
..\data\raw\img10181_single.jpg,1721,1595,RGB,JPEG
..\data\raw\img10182_single.jpg,2481,3408,RGB,JPEG
..\data\raw\img10183_A.jpg,2481,1868,RGB,JPEG
..\data\raw\img10183_A_2.jpg,2486,1390,RGB,JPEG
..\data\raw\img10184_single.jpg,3501,1732,RGB,JPEG
..\data\raw\img10185_A.jpg,1178,1162,RGB,JPEG
..\data\raw\img10185_B.jpg,1161,1162,RGB,JPEG
..\data\raw\img10185_C.jpg,1163,1170,RGB,JPEG
..\data\raw\img10185_D.jpg,1157,1181,RGB,JPEG
..\data\raw\img10186_A.jpg,1373,1020,RGB,JPEG
..\data\raw\img10186_B.jpg,1375,1019,RGB,JPEG
..\data\raw\img10186_C.jpg,1353,1024,RGB,JPEG
..\data\raw\img10186_D.jpg,1365,1030,RGB,JPEG
..\data\raw\img10187_A.jpg,904,908,RGB,JPEG
..\data\raw\img10187_B.jpg,912,909,RGB,JPEG
..\data\raw\img10187_B_2.jpg,904,908,RGB,JPEG
..\data\raw\img10187_C.jpg,907,910,RGB,JPEG
..\data\raw\img10187_D.jpg,891,911,RGB,JPEG
..\data\raw\img10187_E.jpg,903,921,RGB,JPEG
..\data\raw\img10187_F.jpg,443,461,RGB,JPEG
..\data\raw\img10187_F_2.jpg,431,453,RGB,JPEG
..\data\raw\img10187_F_3.jpg,451,451,RGB,JPEG
..\data\raw\img10187_F_4.jpg,436,446,RGB,JPEG
..\data\raw\img10187_G.jpg,903,921,RGB,JPEG
..\data\raw\img10188_single.jpg,2763,1368,RGB,JPEG
..\data\raw\img10189_A.jpg,3056,1561,RGB,JPEG
..\data\raw\img10189_B.jpg,754,748,RGB,JPEG
..\data\raw\img10189_C.jpg,774,742,RGB,JPEG
..\data\raw\img10189_D.jpg,756,749,RGB,JPEG
..\data\raw\img10189_E.jpg,744,742,RGB,JPEG
..\data\raw\img1018_single.jpg,1666,701,RGB,JPEG
..\data\raw\img10190_A.jpg,915,896,RGB,JPEG
..\data\raw\img10190_B.jpg,1881,922,RGB,JPEG
..\data\raw\img10190_B_2.jpg,895,921,RGB,JPEG
..\data\raw\img10190_C.jpg,886,899,RGB,JPEG
..\data\raw\img10190_D.jpg,924,897,RGB,JPEG
..\data\raw\img10190_D_2.jpg,915,918,RGB,JPEG
..\data\raw\img10190_D_3.jpg,903,899,RGB,JPEG
..\data\raw\img10190_E.jpg,886,899,RGB,JPEG
..\data\raw\img10190_E_2.jpg,905,901,RGB,JPEG
..\data\raw\img10190_F.jpg,888,893,RGB,JPEG
..\data\raw\img10190_G.jpg,905,901,RGB,JPEG
..\data\raw\img10190_G_2.jpg,903,899,RGB,JPEG
..\data\raw\img10190_H.jpg,888,893,RGB,JPEG
..\data\raw\img10191_single.jpg,2367,1641,RGB,JPEG
..\data\raw\img10192_A.jpg,915,671,RGB,JPEG
..\data\raw\img10192_B.jpg,914,661,RGB,JPEG
..\data\raw\img10192_C.jpg,914,667,RGB,JPEG
..\data\raw\img10192_C_2.jpg,885,674,RGB,JPEG
..\data\raw\img10192_D.jpg,917,671,RGB,JPEG
..\data\raw\img10192_G.jpg,879,658,RGB,JPEG
..\data\raw\img10192_G_2.jpg,877,661,RGB,JPEG
..\data\raw\img10192_H.jpg,899,667,RGB,JPEG
..\data\raw\img10192_K.jpg,879,658,RGB,JPEG
..\data\raw\img10193_A.jpg,917,687,RGB,JPEG
..\data\raw\img10193_B.jpg,930,671,RGB,JPEG
..\data\raw\img10193_C.jpg,918,687,RGB,JPEG
..\data\raw\img10193_G.jpg,889,679,RGB,JPEG
..\data\raw\img10193_H.jpg,923,671,RGB,JPEG
..\data\raw\img10193_H_2.jpg,899,679,RGB,JPEG
..\data\raw\img10193_H_3.jpg,931,687,RGB,JPEG
..\data\raw\img10193_K.jpg,882,669,RGB,JPEG
..\data\raw\img10194_A.jpg,1385,1230,RGB,JPEG
..\data\raw\img10194_A_2.jpg,1584,1232,RGB,JPEG
..\data\raw\img10195_A.jpg,1156,1334,RGB,JPEG
..\data\raw\img10195_B.jpg,1156,1334,RGB,JPEG
..\data\raw\img10196_single.jpg,1720,1498,RGB,JPEG
..\data\raw\img10197_single.jpg,1720,1438,RGB,JPEG
..\data\raw\img10198_single.jpg,1720,1045,RGB,JPEG
..\data\raw\img10199_single.jpg,2620,1468,RGB,JPEG
..\data\raw\img1019_B.jpg,1523,1272,RGB,JPEG
..\data\raw\img1019_B_2.jpg,1507,1273,RGB,JPEG
..\data\raw\img101_A.jpg,998,669,RGB,JPEG
..\data\raw\img101_A_2.jpg,997,678,RGB,JPEG
..\data\raw\img101_C.jpg,997,789,RGB,JPEG
..\data\raw\img101_D.jpg,999,830,RGB,JPEG
..\data\raw\img10200_single.jpg,1721,991,RGB,JPEG
..\data\raw\img10201_A.jpg,513,817,RGB,JPEG
..\data\raw\img10201_C.jpg,514,830,RGB,JPEG
..\data\raw\img10202_A.jpg,1494,1223,RGB,JPEG
..\data\raw\img10202_B.jpg,1491,1230,RGB,JPEG
..\data\raw\img10203_A.jpg,1505,1082,RGB,JPEG
..\data\raw\img10203_B.jpg,1475,1085,RGB,JPEG
..\data\raw\img10204_single.jpg,1719,1369,RGB,JPEG
..\data\raw\img10205_single.jpg,1721,1199,RGB,JPEG
..\data\raw\img10206_A.jpg,1394,2716,RGB,JPEG
..\data\raw\img10206_A_2.jpg,1427,2714,RGB,JPEG
..\data\raw\img10207_single.jpg,1720,1212,RGB,JPEG
..\data\raw\img10208_A.jpg,1490,1073,RGB,JPEG
..\data\raw\img10208_B.jpg,1484,1074,RGB,JPEG
..\data\raw\img10209_A.jpg,1351,770,RGB,JPEG
..\data\raw\img10209_B.jpg,1364,778,RGB,JPEG
..\data\raw\img1020_A.jpg,1543,1344,RGB,JPEG
..\data\raw\img1020_B.jpg,1526,1344,RGB,JPEG
..\data\raw\img10210_single.jpg,1721,1073,RGB,JPEG
..\data\raw\img10211_A.jpg,1283,785,RGB,JPEG
..\data\raw\img10211_B.jpg,1363,788,RGB,JPEG
..\data\raw\img10212_A.jpg,838,769,RGB,JPEG
..\data\raw\img10212_C.jpg,841,792,RGB,JPEG
..\data\raw\img10212_C_2.jpg,816,887,RGB,JPEG
..\data\raw\img10213_single.jpg,1721,858,RGB,JPEG
..\data\raw\img10214_A.jpg,1276,810,RGB,JPEG
..\data\raw\img10214_B.jpg,1118,818,RGB,JPEG
..\data\raw\img10215_A.jpg,1180,893,RGB,JPEG
..\data\raw\img10215_B.jpg,1152,901,RGB,JPEG
..\data\raw\img10216_B.jpg,1165,1153,RGB,JPEG
..\data\raw\img10216_C.jpg,1147,910,RGB,JPEG
..\data\raw\img10216_D.jpg,1149,902,RGB,JPEG
..\data\raw\img10217_A.jpg,788,621,RGB,JPEG
..\data\raw\img10217_B.jpg,770,621,RGB,JPEG
..\data\raw\img10217_C.jpg,813,627,RGB,JPEG
..\data\raw\img10218_A.jpg,1439,1044,RGB,JPEG
..\data\raw\img10218_B.jpg,1506,936,RGB,JPEG
..\data\raw\img10218_B_2.jpg,1350,932,RGB,JPEG
..\data\raw\img10219_single.jpg,1721,1277,RGB,JPEG
..\data\raw\img1021_A.jpg,1528,1364,RGB,JPEG
..\data\raw\img1021_B.jpg,1486,1365,RGB,JPEG
..\data\raw\img1021_B_2.jpg,1528,1364,RGB,JPEG
..\data\raw\img10220_single.jpg,1721,1393,RGB,JPEG
..\data\raw\img10221_A.jpg,1580,1057,RGB,JPEG
..\data\raw\img10221_B.jpg,1577,1118,RGB,JPEG
..\data\raw\img10222_A.jpg,831,622,RGB,JPEG
..\data\raw\img10222_B.jpg,840,631,RGB,JPEG
..\data\raw\img10222_C.jpg,842,632,RGB,JPEG
..\data\raw\img10222_D.jpg,839,633,RGB,JPEG
..\data\raw\img10222_E.jpg,833,637,RGB,JPEG
..\data\raw\img10222_F.jpg,831,636,RGB,JPEG
..\data\raw\img10223_A.jpg,1578,711,RGB,JPEG
..\data\raw\img10223_B.jpg,1577,692,RGB,JPEG
..\data\raw\img10223_C.jpg,1580,670,RGB,JPEG
..\data\raw\img10224_single.jpg,1721,1331,RGB,JPEG
..\data\raw\img10225_single.jpg,1721,1791,RGB,JPEG
..\data\raw\img10226_single.jpg,2567,2043,RGB,JPEG
..\data\raw\img10227_A.jpg,1429,1025,RGB,JPEG
..\data\raw\img10227_B.jpg,1365,521,RGB,JPEG
..\data\raw\img10227_B_2.jpg,1398,1026,RGB,JPEG
..\data\raw\img10227_C.jpg,1303,507,RGB,JPEG
..\data\raw\img10228_single.jpg,1583,1277,RGB,JPEG
..\data\raw\img10229_A.jpg,643,985,RGB,JPEG
..\data\raw\img10229_C.jpg,623,504,RGB,JPEG
..\data\raw\img10229_D.jpg,625,491,RGB,JPEG
..\data\raw\img10229_E.jpg,626,507,RGB,JPEG
..\data\raw\img1022_A.jpg,1510,1254,RGB,JPEG
..\data\raw\img1022_B.jpg,1502,1256,RGB,JPEG
..\data\raw\img10230_single.jpg,1583,1323,RGB,JPEG
..\data\raw\img10231_A.jpg,1098,892,RGB,JPEG
..\data\raw\img10231_B.jpg,1121,898,RGB,JPEG
..\data\raw\img10231_C.jpg,1116,902,RGB,JPEG
..\data\raw\img10231_D.jpg,1093,907,RGB,JPEG
..\data\raw\img10231_E.jpg,1094,907,RGB,JPEG
..\data\raw\img10231_F.jpg,1109,904,RGB,JPEG
..\data\raw\img10232_A.jpg,1081,804,RGB,JPEG
..\data\raw\img10232_B.jpg,1089,816,RGB,JPEG
..\data\raw\img10232_C.jpg,1095,810,RGB,JPEG
